ticker,expected_return,risk
FITB,0.0351808059676988,-2.14079859094956
FE,0.0346388595237386,6.81269113149847
FIS,0.0184227292346018,-0.99390294210157
FTV,0.00447886892684979,-0.0650465563050955
FBHS,0.0178132589597821,-1.15183787293236
BEN,0.0446429533581252,1.73107550418684
AJG,0.0126957048110126,0.511333674002974
GRMN,0.026888386251799,0.471873713440147
GD,0.024468729888834,2.05517319456427
GIS,0.0374064237565475,8.71302732843432
GPC,0.024925395341526,3.17189156075222
GILD,0.0466756674514097,2.43325420351533
GS,0.0263958089944678,-0.515938393839384
GWW,0.0146553173436348,-1.61077337147805
HAS,0.0332076503240557,-2.39385059456969
HSY,0.0190917473783656,1.96633046005114
HES,0.0100610593521018,0.178944989904733
HPE,0.0364306740522053,1.53411772591848
HD,0.0289394859537027,3.29955721978255
HON,0.0221436536663231,3.83472805539682
HRL,0.0246526955992719,2.18435732219952
HPQ,0.0283328554332538,1.46867320927107
HII,0.0274295168794325,1.16507346432997
IEX,0.01358824790807,-3.07680973734785
ITW,0.0286247921015619,2.8922175289233
INTC,0.0343879184964422,-1.86190759263215
ICE,0.0169000715951715,2.23804049740293
IBM,0.0458764802820106,-1.42958612265618
IPG,0.0390026391370561,5.41051349643874
IFF,0.0244738956242256,5.6020402354931
INTU,0.00825743323175399,-1.83801886792453
IVZ,0.0382608410038983,3.44149367283657
JBHT,0.00986087117249257,-0.607248983413212
JKHY,0.0119445596631669,1.90598631700097
JNJ,0.0253248059855209,2.96038529354617
JCI,0.0243554385731228,0.534834703652277
JNPR,0.0255478944637992,-2.67358477515069
K,0.0247754882125184,3.60021769405078
KMB,0.0348716662234774,6.11420054376193
KMI,0.0631883849748793,8.49460711504713
KLAC,0.01453120304051,-1.63432448760398
KR,0.0192537098055217,1.7254067364634
LHX,0.0174493173005259,2.24600735531038
LW,0.0150620747338759,-0.812222029370412
LDOS,0.0169758119666545,1.13895657862458
LLY,0.0143502860479992,2.61108844602681
LIN,0.0150762719323558,3.54900057803726
LMT,0.0208092383895493,2.12448638414329
LOW,0.0219762669652979,0.955369230292876
LYB,0.0397743652808358,0.100054728059513
MRO,0.00955421416692626,-1.75560601415202
MPC,0.0263646711166989,1.41145601703539
MKTX,0.012904307084884,0.140351161229404
MMC,0.0156297169431034,0.334885211612097
MLM,0.00608673840565221,-3.93703479142059
MAS,0.0264851957034755,0.330944492461346
MA,0.00723112423266525,-0.465700608057314
MKC,0.0178053891836394,5.38556473200989
MCD,0.0181449343281843,7.23544154361545
MCK,0.00661383917496039,0.519163366878439
MDT,0.0282053218854139,1.24554494564016
MRK,0.0316418670791896,1.81086765127265
MCHP,0.0148672842391937,0.238934246740364
MSFT,0.0105293831616862,-0.983533125892786
MDLZ,0.0263756539961495,4.66086349675508
MCO,0.0109039599298897,0.0204149933065603
MSI,0.0162859109804296,3.11728552125078
NDAQ,0.0168359848068869,2.38089940986282
NTAP,0.0386687585036201,1.43629343629344
NWL,0.0419981719866291,2.3331963878618
NWSA,0.0138321760037707,1.27145297253937
NWS,0.0170564271299305,1.27145297253937
NKE,0.00935623044784917,-1.55893974359558
NI,0.0314731650650375,1.24866514990293
NDSN,0.0118673578244999,0.372160360412249
NSC,0.0249384249804678,2.42748382821635
NOC,0.0163561510477317,0.192001064868223
NLOK,0.0229493836993564,4.68985861881457
NUE,0.0143913524827521,-3.83619093055518
NVDA,0.00112363724476761,-9.3335891305517
OMC,0.0381395126070201,6.75378161119458
OKE,0.0590451058895773,-1.13902526391127
ORCL,0.023339078220747,0.823592209816884
PCAR,0.0429587382660932,-4.50964612004695
PKG,0.0286023037068164,-1.19439678511046
PH,0.0187932230417656,1.69623941172914
PAYX,0.0246756830060477,3.81533250273036
PEP,0.0273643526008982,2.03459049571239
PKI,0.00178859635959339,-2.71980684304807
PFE,0.0300949486210615,0.449278977205547
PM,0.0456220049632441,7.01424118791999
PSX,0.0395194912395236,5.03031563075101
PNW,0.0439169717874453,-0.726864704183324
POOL,0.0123908085556941,-1.45658348135989
PPG,0.0204421258931917,-1.60964166022171
PPL,0.0451587617966251,-3.48501067017387
PG,0.0248728107278611,5.33447239320972
PHM,0.0151572980667853,-3.37744553170597
QCOM,0.0211870638162228,-0.168529974304665
DGX,0.0190239747263714,-0.596669428334714
RL,0.0300151354218796,-1.00814205944779
REG,0.0376492352047391,3.10037975095536
RSG,0.0148998382768772,2.72422297406106
RMD,0.00876093817710077,-0.187726654519354
RHI,0.0221553310124762,-0.197608922823074
ROK,0.0235179327412847,-1.5093207059064
ROL,0.0127646136837336,4.88082490767962
ROP,0.00670510279100456,-2.13486281577054
ROST,0.0177421493791374,-0.226601152362314
SPGI,0.01057647929818,-1.07963382991081
STX,0.0234869232751185,2.11105448694155
SEE,0.013585192107767,0.060982872304594
SRE,0.0302463397480148,2.50968398171348
SHW,0.0110431361232726,2.73620280847001
SWKS,0.0262970266076963,-4.50727662117905
SJM,0.0330712804381048,-1.55001731558898
SNA,0.031076166540404,-1.58287434736377
SO,0.0348886127661145,5.75200930767482
SWK,0.0266783622483813,5.56231922168765
SBUX,0.0312644886522013,6.94188379790105
STE,0.0064749767952943,-0.36511158607639
SYK,0.0133932129082781,5.1064641827693
SYY,0.0302561350922268,5.93742501465354
TROW,0.0691098133266916,-4.31611497881838
TGT,0.0244252514878427,3.28223249010211
TEL,0.0174553194297022,0.6843964101693
TER,0.00459999316453708,-4.50831309132669
TXN,0.033672814202073,-5.30882646840619
TXT,0.00122723067269881,-3.254867314348
TMO,0.00237167727122678,-2.06034082599434
TJX,0.0214767580434083,3.53612029553379
TT,0.0207174095460263,3.85661983917058
TSN,0.019815087948428,-0.717869230930623
UDR,0.0308297906501556,-0.0134858535409378
UNP,0.0267231409681186,3.31533090869881
UNH,0.0160331286549815,1.25632860764416
UPS,0.0337574575886872,1.89356333505259
UHS,0.00843172431994765,-0.97313441618866
VLO,0.0320363679960194,2.45818208727243
VZ,0.0468256405510592,4.48841658179419
VFC,0.0391090536582253,-1.97147126290068
V,0.0105326435665278,-0.0139041477669903
VMC,0.0241989848621729,2.76664194423273
WAB,0.00666415690353928,-0.128097035794184
WMT,0.0172938266685818,6.44813946575175
WBA,0.0442468310360848,3.69747845368336
WM,0.0169061618034889,3.86482767027337
WEC,0.028647351889389,2.75866381625422
WST,0.00251812732818091,-4.11425876717267
WHR,0.0406581555292589,1.60793458288103
WMB,0.0464828556535375,-1.19399990226262
WTW,0.0135382717241705,5.85013970809691
XEL,0.0258578751147067,5.1913500118008
XYL,0.0161802455755236,3.97502540650407
YUM,0.0225655154053626,2.37957797720107
ZBH,0.00789607198584563,-1.96755886276862
